word|variant|entry_id|source
Α|α|1019520|jmdict-eng-common
Α|アルファ|1019520|jmdict-eng-common
Α|アルファー|1019520|jmdict-eng-common
Β|β|1119290|jmdict-eng-common
Β|ベータ|1119290|jmdict-eng-common
Β|ベーター|1119290|jmdict-eng-common
Β|ヴィタ|1119290|jmdict-eng-common
Γ|γ|1040640|jmdict-eng-common
Γ|ガンマ|1040640|jmdict-eng-common
Γ|ガンマー|1040640|jmdict-eng-common
Δ|δ|1084380|jmdict-eng-common
Δ|デルタ|1084380|jmdict-eng-common
Ω|ω|1035470|jmdict-eng-common
Ω|オメガ|1035470|jmdict-eng-common
α|Α|1019520|jmdict-eng-common
α|アルファ|1019520|jmdict-eng-common
α|アルファー|1019520|jmdict-eng-common
β|Β|1119290|jmdict-eng-common
β|ベータ|1119290|jmdict-eng-common
β|ベーター|1119290|jmdict-eng-common
β|ヴィタ|1119290|jmdict-eng-common
γ|Γ|1040640|jmdict-eng-common
γ|ガンマ|1040640|jmdict-eng-common
γ|ガンマー|1040640|jmdict-eng-common
δ|Δ|1084380|jmdict-eng-common
δ|デルタ|1084380|jmdict-eng-common
ω|Ω|1035470|jmdict-eng-common
ω|オメガ|1035470|jmdict-eng-common
〆|しめ|1853450|jmdict-eng-common
〆|シメ|1853450|jmdict-eng-common
〆|締め|1853450|jmdict-eng-common
〆切|〆切り|1594590|jmdict-eng-common
〆切|しめきり|1594590|jmdict-eng-common
〆切|乄切り|1594590|jmdict-eng-common
〆切|締め切り|1594590|jmdict-eng-common
〆切|締切|1594590|jmdict-eng-common
〆切|締切り|1594590|jmdict-eng-common
〆切|閉め切り|1594590|jmdict-eng-common
〆切|閉切り|1594590|jmdict-eng-common
〆切り|〆切|1594590|jmdict-eng-common
〆切り|しめきり|1594590|jmdict-eng-common
〆切り|乄切り|1594590|jmdict-eng-common
〆切り|締め切り|1594590|jmdict-eng-common
〆切り|締切|1594590|jmdict-eng-common
〆切り|締切り|1594590|jmdict-eng-common
〆切り|閉め切り|1594590|jmdict-eng-common
〆切り|閉切り|1594590|jmdict-eng-common
〆切る|しめきる|1594600|jmdict-eng-common
〆切る|締め切る|1594600|jmdict-eng-common
〆切る|締切る|1594600|jmdict-eng-common
〆切る|閉め切る|1594600|jmdict-eng-common
〆切る|閉切る|1594600|jmdict-eng-common
〇|れい|1557630|jmdict-eng-common
〇|ゼロ|2839962|jmdict-eng-common
〇|零|1557630|jmdict-eng-common
〇|零|2839962|jmdict-eng-common
〇|０|1557630|jmdict-eng-common
〇|０|2839962|jmdict-eng-common
〇点|れいてん|1557710|jmdict-eng-common
〇点|零点|1557710|jmdict-eng-common
〒|ゆうびん|1605680|jmdict-eng-common
〒|郵便|1605680|jmdict-eng-common
あ|あっ|2394370|jmdict-eng-common
あ|あれ|1196670|jmdict-eng-common
あ|わ|1196670|jmdict-eng-common
あ|わぬ|1196670|jmdict-eng-common
あ|われ|1196670|jmdict-eng-common
あ|わろ|1196670|jmdict-eng-common
あ|ア|2394370|jmdict-eng-common
あ|アっ|2394370|jmdict-eng-common
あ|アッ|2394370|jmdict-eng-common
あ|吾|1196670|jmdict-eng-common
あ|吾れ|1196670|jmdict-eng-common
あ|我|1196670|jmdict-eng-common
あ|我れ|1196670|jmdict-eng-common
あ〜|あ〜あ|1565440|jmdict-eng-common
あ〜|あ〜っ|1565440|jmdict-eng-common
あ〜|あぁ|1565440|jmdict-eng-common
あ〜|ああ|1565440|jmdict-eng-common
あ〜|ああぁ|1565440|jmdict-eng-common
あ〜|ああっ|1565440|jmdict-eng-common
あ〜|ああー|1565440|jmdict-eng-common
あ〜|あー|1565440|jmdict-eng-common
あ〜|あーっ|1565440|jmdict-eng-common
あ〜|アァ|1565440|jmdict-eng-common
あ〜|アア|1565440|jmdict-eng-common
あ〜|アー|1565440|jmdict-eng-common
あ〜|吁|1565440|jmdict-eng-common
あ〜|嗚呼|1565440|jmdict-eng-common
あ〜|嗟|1565440|jmdict-eng-common
あ〜|嗟乎|1565440|jmdict-eng-common
あ〜|噫|1565440|jmdict-eng-common
あ〜|於乎|1565440|jmdict-eng-common
あ〜|於戯|1565440|jmdict-eng-common
あ〜あ|あ〜|1565440|jmdict-eng-common
あ〜あ|あ〜っ|1565440|jmdict-eng-common
あ〜あ|あぁ|1565440|jmdict-eng-common
あ〜あ|ああ|1565440|jmdict-eng-common
あ〜あ|ああぁ|1565440|jmdict-eng-common
あ〜あ|ああっ|1565440|jmdict-eng-common
あ〜あ|ああー|1565440|jmdict-eng-common
あ〜あ|あー|1565440|jmdict-eng-common
あ〜あ|あーっ|1565440|jmdict-eng-common
あ〜あ|アァ|1565440|jmdict-eng-common
あ〜あ|アア|1565440|jmdict-eng-common
あ〜あ|アー|1565440|jmdict-eng-common
あ〜あ|吁|1565440|jmdict-eng-common
あ〜あ|嗚呼|1565440|jmdict-eng-common
あ〜あ|嗟|1565440|jmdict-eng-common
あ〜あ|嗟乎|1565440|jmdict-eng-common
あ〜あ|噫|1565440|jmdict-eng-common
あ〜あ|於乎|1565440|jmdict-eng-common
あ〜あ|於戯|1565440|jmdict-eng-common
あ〜っ|あ〜|1565440|jmdict-eng-common
あ〜っ|あ〜あ|1565440|jmdict-eng-common
あ〜っ|あぁ|1565440|jmdict-eng-common
あ〜っ|ああ|1565440|jmdict-eng-common
あ〜っ|ああぁ|1565440|jmdict-eng-common
あ〜っ|ああっ|1565440|jmdict-eng-common
あ〜っ|ああー|1565440|jmdict-eng-common
あ〜っ|あー|1565440|jmdict-eng-common
あ〜っ|あーっ|1565440|jmdict-eng-common
あ〜っ|アァ|1565440|jmdict-eng-common
あ〜っ|アア|1565440|jmdict-eng-common
あ〜っ|アー|1565440|jmdict-eng-common
あ〜っ|吁|1565440|jmdict-eng-common
あ〜っ|嗚呼|1565440|jmdict-eng-common
あ〜っ|嗟|1565440|jmdict-eng-common
あ〜っ|嗟乎|1565440|jmdict-eng-common
あ〜っ|噫|1565440|jmdict-eng-common
あ〜っ|於乎|1565440|jmdict-eng-common
あ〜っ|於戯|1565440|jmdict-eng-common
あぁ|あ〜|1565440|jmdict-eng-common
あぁ|あ〜あ|1565440|jmdict-eng-common
あぁ|あ〜っ|1565440|jmdict-eng-common
あぁ|ああ|1565440|jmdict-eng-common
あぁ|ああぁ|1565440|jmdict-eng-common
あぁ|ああっ|1565440|jmdict-eng-common
あぁ|ああー|1565440|jmdict-eng-common
あぁ|あー|1565440|jmdict-eng-common
あぁ|あーっ|1565440|jmdict-eng-common
あぁ|アァ|1565440|jmdict-eng-common
あぁ|アア|1565440|jmdict-eng-common
あぁ|アー|1565440|jmdict-eng-common
あぁ|吁|1565440|jmdict-eng-common
あぁ|嗚呼|1565440|jmdict-eng-common
あぁ|嗟|1565440|jmdict-eng-common
あぁ|嗟乎|1565440|jmdict-eng-common
あぁ|噫|1565440|jmdict-eng-common
あぁ|於乎|1565440|jmdict-eng-common
あぁ|於戯|1565440|jmdict-eng-common
ああ|あ〜|1565440|jmdict-eng-common
ああ|あ〜あ|1565440|jmdict-eng-common
ああ|あ〜っ|1565440|jmdict-eng-common
ああ|あぁ|1565440|jmdict-eng-common
ああ|ああぁ|1565440|jmdict-eng-common
ああ|ああっ|1565440|jmdict-eng-common
ああ|ああー|1565440|jmdict-eng-common
ああ|あー|1565440|jmdict-eng-common
ああ|あーっ|1565440|jmdict-eng-common
ああ|アァ|1565440|jmdict-eng-common
ああ|アア|1565440|jmdict-eng-common
ああ|アー|1565440|jmdict-eng-common
ああ|吁|1565440|jmdict-eng-common
ああ|嗚呼|1565440|jmdict-eng-common
ああ|嗟|1565440|jmdict-eng-common
ああ|嗟乎|1565440|jmdict-eng-common
ああ|噫|1565440|jmdict-eng-common
ああ|於乎|1565440|jmdict-eng-common
ああ|於戯|1565440|jmdict-eng-common
ああぁ|あ〜|1565440|jmdict-eng-common
ああぁ|あ〜あ|1565440|jmdict-eng-common
ああぁ|あ〜っ|1565440|jmdict-eng-common
ああぁ|あぁ|1565440|jmdict-eng-common
ああぁ|ああ|1565440|jmdict-eng-common
ああぁ|ああっ|1565440|jmdict-eng-common
ああぁ|ああー|1565440|jmdict-eng-common
ああぁ|あー|1565440|jmdict-eng-common
ああぁ|あーっ|1565440|jmdict-eng-common
ああぁ|アァ|1565440|jmdict-eng-common
ああぁ|アア|1565440|jmdict-eng-common
ああぁ|アー|1565440|jmdict-eng-common
ああぁ|吁|1565440|jmdict-eng-common
ああぁ|嗚呼|1565440|jmdict-eng-common
ああぁ|嗟|1565440|jmdict-eng-common
ああぁ|嗟乎|1565440|jmdict-eng-common
ああぁ|噫|1565440|jmdict-eng-common
ああぁ|於乎|1565440|jmdict-eng-common
ああぁ|於戯|1565440|jmdict-eng-common
ああああ|あーあー|2538870|jmdict-eng-common
ああああ|あーーー|2538870|jmdict-eng-common
ああああ|アアアア|2538870|jmdict-eng-common
ああああ|アーアー|2538870|jmdict-eng-common
ああああ|アーーー|2538870|jmdict-eng-common
ああああ|嗚呼嗚呼|2538870|jmdict-eng-common
ああいう|ああゆう|2085090|jmdict-eng-common
ああいう|ああ言う|2085090|jmdict-eng-common
ああいう|あーいう|2085090|jmdict-eng-common
ああいう|あーゆー|2085090|jmdict-eng-common
ああっ|あ〜|1565440|jmdict-eng-common
ああっ|あ〜あ|1565440|jmdict-eng-common
ああっ|あ〜っ|1565440|jmdict-eng-common
ああっ|あぁ|1565440|jmdict-eng-common
ああっ|ああ|1565440|jmdict-eng-common
ああっ|ああぁ|1565440|jmdict-eng-common
ああっ|ああー|1565440|jmdict-eng-common
ああっ|あー|1565440|jmdict-eng-common
ああっ|あーっ|1565440|jmdict-eng-common
ああっ|アァ|1565440|jmdict-eng-common
ああっ|アア|1565440|jmdict-eng-common
ああっ|アー|1565440|jmdict-eng-common
ああっ|吁|1565440|jmdict-eng-common
ああっ|嗚呼|1565440|jmdict-eng-common
